dataset,action_id,epoch,moderator_id,target_user_id,action_type,policy_handle,planID,statusID,message_id
facebook,2965,2,2619,2728,takedown,P-takedown,planB,17bced320353f70f,5785d4123bd738634150
facebook,2966,10,2611,2241,escalate,P-escalate,planA,6d616c2bcc0be5b8,975c160f5ee3d22a5a8e
facebook,2967,6,2482,3056,ban,P-ban,planC,0f6b668bf9c9d1de,f04fbfaba6536e0e5c1d
facebook,2968,6,1979,1649,restrict,P-restrict,planC,0f6b668bf9c9d1de,a69b0b29126ff1578018
facebook,2969,12,2190,3353,override,P-override,planC,8474efcae6319ae4,7654ff40e06278f29523
facebook,2970,5,1804,877,takedown,P-takedown,planB,3d7ea8e5ddb288d9,85cbab828125caa497ab
facebook,2971,2,2561,3533,restrict,P-restrict,planB,17bced320353f70f,ad628c3f73b5b4d869dc
facebook,2972,7,2118,1281,ban,P-ban,planA,d25a00e131ed5055,ad1abdbca4f291ea877b
facebook,2973,2,1941,2167,ban,P-ban,planB,17bced320353f70f,0df8304977b128932f40
facebook,2974,7,1059,1933,takedown,P-takedown,planA,d25a00e131ed5055,5a2fe3d16fa3a03596c8
facebook,2975,8,2037,3911,takedown,P-takedown,planB,49b6007c26d9c7c3,b6e3f52fbd630d8cf76c
facebook,2976,9,2104,3979,takedown,P-takedown,planC,a2c17524f1000642,7e72d7ca6aeb6370dea3
facebook,2977,2,2309,3185,takedown,P-takedown,planB,17bced320353f70f,741ebf2224f67e31497c
facebook,2978,11,2423,997,escalate,P-escalate,planB,195d230130b98480,9087c0baf351d9ecd190
facebook,2979,9,1399,3283,takedown,P-takedown,planC,a2c17524f1000642,31ea936f7e9ba1ce06aa
facebook,2980,7,2630,1257,takedown,P-takedown,planA,d25a00e131ed5055,4e9dd262f2745646c904
facebook,2981,12,1983,368,takedown,P-takedown,planC,8474efcae6319ae4,a0d66903191815c7dd5a
facebook,2982,8,2118,629,restrict,P-restrict,planB,49b6007c26d9c7c3,0cfcb7209b8f8241dfd4
facebook,2983,4,2233,3381,escalate,P-escalate,planA,1a11d4f64cd4121c,5977758b866508339f35
facebook,2984,3,2131,2232,takedown,P-takedown,planC,6ca48bc823743a7b,84d52345bae3bfb54943
facebook,2985,4,2184,3471,takedown,P-takedown,planA,1a11d4f64cd4121c,1677e83b7dfe46b86d3d
facebook,2986,8,2283,1911,takedown,P-takedown,planB,49b6007c26d9c7c3,13ca6e4b46f5ca2cd896
facebook,2987,11,1917,2461,takedown,P-takedown,planB,195d230130b98480,c5ae42f72feefc1ae7d0
facebook,2988,8,1839,1858,ban,P-ban,planB,49b6007c26d9c7c3,6a97062671458c3c0621
facebook,2989,6,2551,2855,takedown,P-takedown,planC,0f6b668bf9c9d1de,4267c1dbbfd84c30545e
facebook,2990,11,2578,3007,override,P-override,planB,195d230130b98480,98fb35a438cc44a83ec3
facebook,2991,5,2324,329,takedown,P-takedown,planB,3d7ea8e5ddb288d9,d9b9e617642122da5c4b
facebook,2992,10,2059,1586,takedown,P-takedown,planA,6d616c2bcc0be5b8,1ad3f50839df5f01d744
facebook,2993,10,2283,2452,takedown,P-takedown,planA,6d616c2bcc0be5b8,044d5906cfb26333542d
facebook,2994,2,1966,1914,restrict,P-restrict,planB,17bced320353f70f,1b65a6f9d7129d31cd4d
facebook,2995,6,1184,3942,takedown,P-takedown,planC,0f6b668bf9c9d1de,f0785e88677066784bf3
facebook,2996,9,2020,2816,takedown,P-takedown,planC,a2c17524f1000642,d9e82ef22e185cd5c518
facebook,2997,9,2266,510,restrict,P-restrict,planC,a2c17524f1000642,af6aa42192dd15af0dbe
facebook,2998,7,2266,2764,takedown,P-takedown,planA,d25a00e131ed5055,80a30c24d83b68aff5b7
facebook,2999,5,1888,3332,ban,P-ban,planB,3d7ea8e5ddb288d9,99680e503ad68e7d88c3
facebook,3000,12,1946,2259,override,P-override,planC,8474efcae6319ae4,59e41d3772e0c61114cb
facebook,3001,5,1941,2163,escalate,P-escalate,planB,3d7ea8e5ddb288d9,ca1faf9634ed9dd7c9fe
facebook,3002,12,2559,3495,ban,P-ban,planC,8474efcae6319ae4,2fa0d93ba1db2e9aa66b
facebook,3003,11,1391,2136,takedown,P-takedown,planB,195d230130b98480,2ff72d6b5dd7c39196d3
facebook,3004,1,2140,1799,takedown,P-takedown,planA,f73645e8cf7d0fef,b8ae36780bf139e8a30f
facebook,3005,12,2220,2927,takedown,P-takedown,planC,8474efcae6319ae4,3142a3bcc1e3e89bacc6
facebook,3006,9,993,1259,takedown,P-takedown,planC,a2c17524f1000642,b43375d4b793cead2352
facebook,3007,11,2655,3348,takedown,P-takedown,planB,195d230130b98480,24786074d57e3bb13dff
facebook,3008,2,2381,374,takedown,P-takedown,planB,17bced320353f70f,77adab6093aab9651189
facebook,3009,3,2347,2268,takedown,P-takedown,planC,6ca48bc823743a7b,a23f2fbb804ba11f8cbe
facebook,3010,12,2638,1345,takedown,P-takedown,planC,8474efcae6319ae4,c6eab1fb3e6523519d4e
facebook,3011,8,1768,1006,restrict,P-restrict,planB,49b6007c26d9c7c3,520be41eb91d14b2d6e7
facebook,3012,12,483,2970,ban,P-ban,planC,8474efcae6319ae4,f9348868c01bd5ef6f49
facebook,3013,10,1613,3216,escalate,P-escalate,planA,6d616c2bcc0be5b8,ed03b51e3a4024a1f126
facebook,3014,11,428,871,ban,P-ban,planB,195d230130b98480,feb38a691ba3e73aded0
facebook,3015,6,2404,565,takedown,P-takedown,planC,0f6b668bf9c9d1de,38f727fd716b7edc51a9
facebook,3016,7,2384,3151,restrict,P-restrict,planA,d25a00e131ed5055,54b4416f9bb058c0b1da
facebook,3017,5,2638,3428,takedown,P-takedown,planB,3d7ea8e5ddb288d9,be5cbd28ec5267964a94
facebook,3018,6,1352,3702,takedown,P-takedown,planC,0f6b668bf9c9d1de,bbbc52547fb05115d8de
facebook,3019,12,2655,128,restrict,P-restrict,planC,8474efcae6319ae4,fec1e3d9cde7321f450e
facebook,3020,12,2150,255,escalate,P-escalate,planC,8474efcae6319ae4,79138bd210e8b2972977
facebook,3021,11,1943,123,takedown,P-takedown,planB,195d230130b98480,d0970bb9fdfc89a0c680
facebook,3022,1,2586,3712,ban,P-ban,planA,f73645e8cf7d0fef,304715737ca1c57674a2
facebook,3023,8,1399,3560,override,P-override,planB,49b6007c26d9c7c3,81e3b24b9d529fdf213d
facebook,3024,7,1918,1674,override,P-override,planA,d25a00e131ed5055,2017d00a59d43d350f71
facebook,3025,11,1941,3039,takedown,P-takedown,planB,195d230130b98480,2222ea0b6bf4ac2b0605
facebook,3026,11,2500,2872,takedown,P-takedown,planB,195d230130b98480,b20261609484d94e6257
facebook,3027,5,2619,3707,takedown,P-takedown,planB,3d7ea8e5ddb288d9,f99c5418f857d4bc1d67
facebook,3028,1,1551,2389,takedown,P-takedown,planA,f73645e8cf7d0fef,d9633a38a0ee6abb5993
facebook,3029,5,2381,3503,takedown,P-takedown,planB,3d7ea8e5ddb288d9,ba7008324d42b6d2e052
facebook,3030,6,2601,871,takedown,P-takedown,planC,0f6b668bf9c9d1de,7ea1ae665846602575ee
facebook,3031,2,2381,2424,takedown,P-takedown,planB,17bced320353f70f,a8454878794231cf6ca3
facebook,3032,12,2121,3939,ban,P-ban,planC,8474efcae6319ae4,5d62aa6315a42015105a
facebook,3033,5,1984,286,takedown,P-takedown,planB,3d7ea8e5ddb288d9,c3616852237b8b2572c8
facebook,3034,9,2201,240,takedown,P-takedown,planC,a2c17524f1000642,cd49f5d9ec758b533797
facebook,3035,1,1833,1229,ban,P-ban,planA,f73645e8cf7d0fef,07b1bed20916084ff18f
facebook,3036,12,1962,1057,takedown,P-takedown,planC,8474efcae6319ae4,d1ad7ee25ca436c2c356
facebook,3037,4,1391,2422,takedown,P-takedown,planA,1a11d4f64cd4121c,6045b3ec77b954805c1a
facebook,3038,10,2542,839,takedown,P-takedown,planA,6d616c2bcc0be5b8,f1792ab16c70d51318cc
facebook,3039,9,2607,505,ban,P-ban,planC,a2c17524f1000642,fdc7bc0adc4eee1d72e4
facebook,3040,6,2142,3871,takedown,P-takedown,planC,0f6b668bf9c9d1de,3d1e91781c78c7b356e5
facebook,3041,4,1126,2169,ban,P-ban,planA,1a11d4f64cd4121c,74c04ceee6ac913ff853
facebook,3042,1,2047,1046,restrict,P-restrict,planA,f73645e8cf7d0fef,c09438029e088947ef0c
facebook,3043,12,475,941,takedown,P-takedown,planC,8474efcae6319ae4,bcb4a0cd80dc68e5b167
facebook,3044,2,2333,3994,takedown,P-takedown,planB,17bced320353f70f,11415ea83f37cba87470
facebook,3045,7,2047,1143,override,P-override,planA,d25a00e131ed5055,0bfac67d9ddfc682d46e
facebook,3046,7,1185,3720,takedown,P-takedown,planA,d25a00e131ed5055,fd0f2484f6b433d3414b
facebook,3047,3,2064,2225,restrict,P-restrict,planC,6ca48bc823743a7b,38cc916edfc7f4683454
facebook,3048,5,2369,122,takedown,P-takedown,planB,3d7ea8e5ddb288d9,17f2739287fbb9c97047
facebook,3049,12,1059,3848,takedown,P-takedown,planC,8474efcae6319ae4,916318f158c0bf4eaaf6
facebook,3050,11,2007,1486,ban,P-ban,planB,195d230130b98480,e77fdaffd42b4bb107b8
facebook,3051,3,2561,3216,restrict,P-restrict,planC,6ca48bc823743a7b,fc9cf4c35765a9a83bb3
facebook,3052,4,1941,4014,takedown,P-takedown,planA,1a11d4f64cd4121c,9f2958f1dc730ba6ecfa
facebook,3053,8,2369,2065,ban,P-ban,planB,49b6007c26d9c7c3,cd6e748c43ddd2ba6af3
facebook,3054,12,2059,2921,escalate,P-escalate,planC,8474efcae6319ae4,7d11d571abd994a92aea
facebook,3055,8,475,488,ban,P-ban,planB,49b6007c26d9c7c3,afb900efe81b1a86287d
facebook,3056,8,2078,3296,takedown,P-takedown,planB,49b6007c26d9c7c3,b1fb66ddb6fa7618e08a
facebook,3057,6,2324,2943,escalate,P-escalate,planC,0f6b668bf9c9d1de,1df304e306b5bee11367
facebook,3058,5,1367,1891,ban,P-ban,planB,3d7ea8e5ddb288d9,b5e6270a3fadcb013ce3
facebook,3059,11,1746,1583,takedown,P-takedown,planB,195d230130b98480,f5cf4093d5948b16eb6c
facebook,3060,11,2282,3254,takedown,P-takedown,planB,195d230130b98480,1ed88283b5371da8146e
facebook,3061,9,2218,3356,escalate,P-escalate,planC,a2c17524f1000642,10eac1c4157d274ce6f1
facebook,3062,1,2275,3343,restrict,P-restrict,planA,f73645e8cf7d0fef,af1f95263052aa94d4a3
facebook,3063,5,1621,1013,takedown,P-takedown,planB,3d7ea8e5ddb288d9,dd3aa602acfc658c2efc
facebook,3064,1,2339,3730,escalate,P-escalate,planA,f73645e8cf7d0fef,3ba101bcc831f6eb161f
facebook,3065,7,2059,1849,takedown,P-takedown,planA,d25a00e131ed5055,8a48cedb5b3fad0c7e1a
facebook,3066,2,2381,1255,escalate,P-escalate,planB,17bced320353f70f,bd51b984bd6e7050435c
facebook,3067,7,1730,1470,takedown,P-takedown,planA,d25a00e131ed5055,9da7e98e5a3ae4bf0fc0
facebook,3068,4,2333,863,takedown,P-takedown,planA,1a11d4f64cd4121c,195da681cf81cdc5fb8d
facebook,3069,6,1946,2900,ban,P-ban,planC,0f6b668bf9c9d1de,0d934941c02674dfefbd
facebook,3070,1,2290,108,restrict,P-restrict,planA,f73645e8cf7d0fef,404609479094a7be87e1
facebook,3071,10,2037,326,escalate,P-escalate,planA,6d616c2bcc0be5b8,9f34442ac5704d5d2121
facebook,3072,5,2560,1018,override,P-override,planB,3d7ea8e5ddb288d9,0e7a3ab643966a35e2f2
facebook,3073,3,2275,3602,override,P-override,planC,6ca48bc823743a7b,6611e33aacb04552f924
facebook,3074,1,2037,2377,ban,P-ban,planA,f73645e8cf7d0fef,2d87be08c57c3b6a0650
facebook,3075,7,2326,1877,escalate,P-escalate,planA,d25a00e131ed5055,f6f920f80fb20a0294f8
facebook,3076,9,1184,915,override,P-override,planC,a2c17524f1000642,48a2bcdcb37fd072288d
facebook,3077,9,1086,3471,takedown,P-takedown,planC,a2c17524f1000642,f0efdb5d638fe0ece7a7
facebook,3078,12,2047,3592,takedown,P-takedown,planC,8474efcae6319ae4,4c9982b82a382826bd5f
facebook,3079,6,2369,424,takedown,P-takedown,planC,0f6b668bf9c9d1de,68d203fa0581cebfe7ea
facebook,3080,11,1622,2427,takedown,P-takedown,planB,195d230130b98480,9b3e07185bbebe2f7725
facebook,3081,6,1938,2781,ban,P-ban,planC,0f6b668bf9c9d1de,2881f94615b8e5dab8e3
facebook,3082,12,2040,151,takedown,P-takedown,planC,8474efcae6319ae4,05cd3e7ce4c370d4e456
facebook,3083,3,2030,2432,restrict,P-restrict,planC,6ca48bc823743a7b,d67a0d0d8bbe7a57f066
facebook,3084,8,1768,1672,override,P-override,planB,49b6007c26d9c7c3,482d1674b02eaf6e8b44
facebook,3085,6,2190,1387,override,P-override,planC,0f6b668bf9c9d1de,6ea17c5d0c5ec21b5e83
facebook,3086,12,483,1109,restrict,P-restrict,planC,8474efcae6319ae4,d1cc28f9fd57d8efb9fc
facebook,3087,9,1984,2535,ban,P-ban,planC,a2c17524f1000642,670017d6bf5f7b990759
facebook,3088,5,2123,3732,ban,P-ban,planB,3d7ea8e5ddb288d9,633e3df7705fb795bb6a
facebook,3089,12,1966,3702,ban,P-ban,planC,8474efcae6319ae4,75f3ff21958cbd9071d8
facebook,3090,5,2271,1510,takedown,P-takedown,planB,3d7ea8e5ddb288d9,e687339b1d51782832db
facebook,3091,1,2333,147,override,P-override,planA,f73645e8cf7d0fef,9e865c8af0f4e1188e9d
facebook,3092,6,2271,687,restrict,P-restrict,planC,0f6b668bf9c9d1de,50e8f8324711e98bbb0f
facebook,3093,4,1663,759,takedown,P-takedown,planA,1a11d4f64cd4121c,a1a5e8db0cfc059aba20
facebook,3094,5,2020,274,override,P-override,planB,3d7ea8e5ddb288d9,02b6fc2b5c2d3c0e0794
facebook,3095,4,2586,2155,escalate,P-escalate,planA,1a11d4f64cd4121c,bb2f8b9933f27444a822
facebook,3096,6,2282,582,takedown,P-takedown,planC,0f6b668bf9c9d1de,bf948ffbeefc65525f6f
facebook,3097,10,1391,423,takedown,P-takedown,planA,6d616c2bcc0be5b8,eea69045edd8d7dfc263
facebook,3098,9,1707,1818,ban,P-ban,planC,a2c17524f1000642,b53260d5e60c08f9e4ed
facebook,3099,4,2564,2235,takedown,P-takedown,planA,1a11d4f64cd4121c,260f1045812194029eba
facebook,3100,8,2625,2429,takedown,P-takedown,planB,49b6007c26d9c7c3,6a46249deb88c4f635e6
facebook,3101,9,1211,2674,ban,P-ban,planC,a2c17524f1000642,25a56f946b56ac7b5b50
facebook,3102,2,2064,356,restrict,P-restrict,planB,17bced320353f70f,d21b411e1b7bb875eacd
facebook,3103,11,2283,3515,escalate,P-escalate,planB,195d230130b98480,01b01fc55057b237188a
facebook,3104,3,376,2205,escalate,P-escalate,planC,6ca48bc823743a7b,07f71f25f953ae33dfa5
facebook,3105,9,2340,183,ban,P-ban,planC,a2c17524f1000642,45f7a2183da1c0c38283
facebook,3106,11,946,2191,takedown,P-takedown,planB,195d230130b98480,98632350f8a849924def
facebook,3107,7,475,923,ban,P-ban,planA,d25a00e131ed5055,e4191958687d812679a4
facebook,3108,5,2347,3958,takedown,P-takedown,planB,3d7ea8e5ddb288d9,e0501d1f15290a0ce8a4
facebook,3109,11,2111,1259,takedown,P-takedown,planB,195d230130b98480,4e8c37c1feacc9df9f98
facebook,3110,6,1390,1408,restrict,P-restrict,planC,0f6b668bf9c9d1de,e57c82c43a00e3edb6ee
facebook,3111,11,2140,619,restrict,P-restrict,planB,195d230130b98480,0b52132eb0ae2f7945dc
facebook,3112,3,2081,1998,takedown,P-takedown,planC,6ca48bc823743a7b,17e636194c3908471eb9
facebook,3113,4,2299,560,ban,P-ban,planA,1a11d4f64cd4121c,c508218c4b7e555bded3
facebook,3114,6,2590,2674,takedown,P-takedown,planC,0f6b668bf9c9d1de,519c9d609545fffa28e0
facebook,3115,8,2598,3740,ban,P-ban,planB,49b6007c26d9c7c3,d51838e5e99192a904d9
facebook,3116,6,2404,1881,escalate,P-escalate,planC,0f6b668bf9c9d1de,a6eebfd49c79b44c5a1f
facebook,3117,6,2408,3589,takedown,P-takedown,planC,0f6b668bf9c9d1de,4187553c3b7d84b0ced1
facebook,3118,8,1985,347,takedown,P-takedown,planB,49b6007c26d9c7c3,b9cfdc8eff106fb62fe5
facebook,3119,10,2059,914,ban,P-ban,planA,6d616c2bcc0be5b8,ee2d060ca1179f5b1d46
facebook,3120,12,2600,1409,takedown,P-takedown,planC,8474efcae6319ae4,002bcfa7706575ff33ff
facebook,3121,9,2124,3567,takedown,P-takedown,planC,a2c17524f1000642,640a29b30222d8ee2147
facebook,3122,1,2395,689,ban,P-ban,planA,f73645e8cf7d0fef,529c37ac8ecaf638d76f
facebook,3123,6,2354,2234,escalate,P-escalate,planC,0f6b668bf9c9d1de,7988dfeb3ac0c4ea984d
facebook,3124,5,376,27,takedown,P-takedown,planB,3d7ea8e5ddb288d9,b7ba889543b1f9981192
facebook,3125,5,2655,3613,restrict,P-restrict,planB,3d7ea8e5ddb288d9,7b41e9dc1bc118a24d95
facebook,3126,10,2624,2858,restrict,P-restrict,planA,6d616c2bcc0be5b8,2c9d8a70d400c12323c9
facebook,3127,2,1835,3430,restrict,P-restrict,planB,17bced320353f70f,4dcfa20bd79dc8840426
facebook,3128,12,2118,2827,ban,P-ban,planC,8474efcae6319ae4,015246bf737535ad3e4c
facebook,3129,10,1718,1400,ban,P-ban,planA,6d616c2bcc0be5b8,3c1bbbb04788232f605e
facebook,3130,3,2363,234,takedown,P-takedown,planC,6ca48bc823743a7b,40c8cd13a939dab65a1e
facebook,3131,2,2220,938,ban,P-ban,planB,17bced320353f70f,70ddbccf6658744e301b
facebook,3132,3,2543,3931,takedown,P-takedown,planC,6ca48bc823743a7b,c1e46606b34f0dd5cdb0
facebook,3133,2,2047,973,override,P-override,planB,17bced320353f70f,9aa4a16c748fe048ce60
facebook,3134,12,1471,1988,ban,P-ban,planC,8474efcae6319ae4,fbcd167c275678d20c4c
facebook,3135,12,2561,2673,escalate,P-escalate,planC,8474efcae6319ae4,5d6afd7e20949f109124
facebook,3136,7,2150,152,ban,P-ban,planA,d25a00e131ed5055,cb5b581908a6cc647aab
facebook,3137,1,1589,3786,override,P-override,planA,f73645e8cf7d0fef,31f40cdb97280c4380b3
facebook,3138,11,2108,691,override,P-override,planB,195d230130b98480,798b7530239d5dfe3382
facebook,3139,5,2468,3872,restrict,P-restrict,planB,3d7ea8e5ddb288d9,8e0e5d0326697305854f
facebook,3140,4,1086,1412,ban,P-ban,planA,1a11d4f64cd4121c,727113f529d2bd595090
facebook,3141,5,2278,465,takedown,P-takedown,planB,3d7ea8e5ddb288d9,7f5bfffcab09d1ea30d2
facebook,3142,7,2299,2454,takedown,P-takedown,planA,d25a00e131ed5055,e3d772624474dcdde159
facebook,3143,8,2276,150,escalate,P-escalate,planB,49b6007c26d9c7c3,59564d0ea8b8e2e9da7a
facebook,3144,10,475,445,override,P-override,planA,6d616c2bcc0be5b8,652a9ce0235417716e7c
facebook,3145,11,2103,1647,restrict,P-restrict,planB,195d230130b98480,226e7a43c96f33761d3c
facebook,3146,2,2007,2295,takedown,P-takedown,planB,17bced320353f70f,7bd5b904b51e52fcf1ba
facebook,3147,5,1390,986,override,P-override,planB,3d7ea8e5ddb288d9,c52ff35d14bc09d3f0e3
facebook,3148,6,2299,3580,ban,P-ban,planC,0f6b668bf9c9d1de,ca6df46275d1e939d054
facebook,3149,4,1059,369,ban,P-ban,planA,1a11d4f64cd4121c,2fd1c86d718d0f039c65
facebook,3150,10,2045,20,takedown,P-takedown,planA,6d616c2bcc0be5b8,016899653f54508a77e2
facebook,3151,5,2059,2750,escalate,P-escalate,planB,3d7ea8e5ddb288d9,18e9d74930dbc9f7a94b
facebook,3152,7,1917,1523,takedown,P-takedown,planA,d25a00e131ed5055,57a0d312e285f9b11db4
facebook,3153,6,2615,1543,restrict,P-restrict,planC,0f6b668bf9c9d1de,43dd8b9c89fa2ae02126
facebook,3154,9,2108,1434,takedown,P-takedown,planC,a2c17524f1000642,a65a7a422b345c1b85e8
facebook,3155,9,1918,4001,ban,P-ban,planC,a2c17524f1000642,8a6ef01db21d159c4312
facebook,3156,9,2095,576,ban,P-ban,planC,a2c17524f1000642,8bb7bfdc143bd4e2541b
facebook,3157,1,2559,2316,takedown,P-takedown,planA,f73645e8cf7d0fef,01206474dceeafacf1bf
facebook,3158,2,2275,222,override,P-override,planB,17bced320353f70f,aa0202ad608717305625
facebook,3159,11,2069,2284,ban,P-ban,planB,195d230130b98480,e92b15121b6410807131
facebook,3160,10,2121,2906,takedown,P-takedown,planA,6d616c2bcc0be5b8,a458b846fbeff35bfa02
facebook,3161,2,2124,2234,ban,P-ban,planB,17bced320353f70f,7b3ab92d73929b91b194
facebook,3162,5,2408,1346,restrict,P-restrict,planB,3d7ea8e5ddb288d9,b524f7e3653ee628d4fa
facebook,3163,1,1943,1064,ban,P-ban,planA,f73645e8cf7d0fef,2646c4cdb5cd761af2b6
facebook,3164,8,2133,2610,restrict,P-restrict,planB,49b6007c26d9c7c3,8d367476c9c8df442ba8
facebook,3165,6,2551,3384,ban,P-ban,planC,0f6b668bf9c9d1de,be818cc2e91d457f8dc1
facebook,3166,2,925,1017,override,P-override,planB,17bced320353f70f,f7051bf726c4b5871a3e
facebook,3167,12,2404,3011,takedown,P-takedown,planC,8474efcae6319ae4,99c4aac8f2f9fb285824
facebook,3168,6,1746,1710,takedown,P-takedown,planC,0f6b668bf9c9d1de,ff78f29e259b6c9ccd30
facebook,3169,10,1376,3044,escalate,P-escalate,planA,6d616c2bcc0be5b8,0c3fda2e4352bc4d1f2e
facebook,3170,6,2150,1620,ban,P-ban,planC,0f6b668bf9c9d1de,b7e134f4c6d80164c378
facebook,3171,12,2333,2612,takedown,P-takedown,planC,8474efcae6319ae4,5b6e0c030adb86e27d04
facebook,3172,3,2093,3878,override,P-override,planC,6ca48bc823743a7b,884a9e0a3d27a65196fd
facebook,3173,10,2611,2754,restrict,P-restrict,planA,6d616c2bcc0be5b8,d3f8899340a192d728a7
facebook,3174,5,2602,1625,override,P-override,planB,3d7ea8e5ddb288d9,e8352f471747fcea97bd
facebook,3175,5,1126,211,takedown,P-takedown,planB,3d7ea8e5ddb288d9,a9a92794e285c7252724
facebook,3176,9,1993,1109,takedown,P-takedown,planC,a2c17524f1000642,a897e56573d32b2cec62
facebook,3177,3,2278,1501,takedown,P-takedown,planC,6ca48bc823743a7b,1ba99c1f8b8b3f5c4711
facebook,3178,1,1983,3467,takedown,P-takedown,planA,f73645e8cf7d0fef,ebab9139647a34d13e54
facebook,3179,2,2404,2405,takedown,P-takedown,planB,17bced320353f70f,b940b5f1c841bdd74ff2
facebook,3180,5,475,2215,ban,P-ban,planB,3d7ea8e5ddb288d9,e19fb854b6092450cb65
facebook,3181,2,1800,2926,override,P-override,planB,17bced320353f70f,8e30e8627363c22f8399
facebook,3182,2,2482,3477,ban,P-ban,planB,17bced320353f70f,08082ac3d5d64ca7fde1
facebook,3183,7,1086,4001,takedown,P-takedown,planA,d25a00e131ed5055,8ffba3b772316b5708a0
facebook,3184,4,2108,3115,takedown,P-takedown,planA,1a11d4f64cd4121c,febae52b062a5cac5657
facebook,3185,11,2655,3106,takedown,P-takedown,planB,195d230130b98480,65d7c34474b3da7dc3cf
facebook,3186,12,946,3365,takedown,P-takedown,planC,8474efcae6319ae4,5bffcaf4cebf01619b6c
facebook,3187,12,2356,1563,ban,P-ban,planC,8474efcae6319ae4,a5a22ceefec818c4e61f
facebook,3188,7,1985,4020,restrict,P-restrict,planA,d25a00e131ed5055,c7a1c1abff639279e1fe
facebook,3189,10,2586,3007,takedown,P-takedown,planA,6d616c2bcc0be5b8,79e84c7eb68b3ebaa567
facebook,3190,11,1610,2514,override,P-override,planB,195d230130b98480,66423e15c5d9a9a9f4b4
facebook,3191,8,993,1109,takedown,P-takedown,planB,49b6007c26d9c7c3,ccebb42d76631ada0ca4
facebook,3192,6,2619,712,ban,P-ban,planC,0f6b668bf9c9d1de,907e2e10bfb614e93104
facebook,3193,7,2139,3317,restrict,P-restrict,planA,d25a00e131ed5055,6b411b59e08d08ef96d8
facebook,3194,2,2468,3586,override,P-override,planB,17bced320353f70f,e748b3353e87e27a906a
facebook,3195,4,2326,154,override,P-override,planA,1a11d4f64cd4121c,c4d5718066e2e6d71473
facebook,3196,8,1985,874,takedown,P-takedown,planB,49b6007c26d9c7c3,05f8086697f99e6c9a1e
facebook,3197,11,2507,2235,override,P-override,planB,195d230130b98480,24eeef4fb1bb2871f81a
facebook,3198,7,2376,2929,takedown,P-takedown,planA,d25a00e131ed5055,2dcd96a835e62721a7f4
facebook,3199,3,1839,3179,restrict,P-restrict,planC,6ca48bc823743a7b,b7e906107320755e971e
facebook,3200,1,1612,2636,restrict,P-restrict,planA,f73645e8cf7d0fef,a57baedce41780c67e29
facebook,3201,10,2266,1745,takedown,P-takedown,planA,6d616c2bcc0be5b8,5333205364a0a623d2c0
facebook,3202,10,1126,3044,restrict,P-restrict,planA,6d616c2bcc0be5b8,976d9a740710180bd705
facebook,3203,10,2229,2082,override,P-override,planA,6d616c2bcc0be5b8,7ef8bf913549900e8f18
facebook,3204,9,1813,3714,ban,P-ban,planC,a2c17524f1000642,f34fc7b9388ca6a2475e
facebook,3205,10,2428,1455,override,P-override,planA,6d616c2bcc0be5b8,023f57cd823d9533e4cc
facebook,3206,5,1078,212,takedown,P-takedown,planB,3d7ea8e5ddb288d9,5edc3f0ac5be795657f3
facebook,3207,10,993,1300,takedown,P-takedown,planA,6d616c2bcc0be5b8,a7c840dd17250060b99e
facebook,3208,6,1577,2435,takedown,P-takedown,planC,0f6b668bf9c9d1de,094f87165e6e414a89ff
facebook,3209,1,2326,479,restrict,P-restrict,planA,f73645e8cf7d0fef,019e584c7050392386aa
facebook,3210,1,2054,283,takedown,P-takedown,planA,f73645e8cf7d0fef,a278cd0284efabf774b1
facebook,3211,8,1211,1210,override,P-override,planB,49b6007c26d9c7c3,b77f5274e2c2eac91124
facebook,3212,4,2112,3277,restrict,P-restrict,planA,1a11d4f64cd4121c,0ad0417b2303298b2133
facebook,3213,10,2409,3390,takedown,P-takedown,planA,6d616c2bcc0be5b8,160c1023e26a72563888
facebook,3214,4,2059,3114,ban,P-ban,planA,1a11d4f64cd4121c,0875b373fbcdb8cb25cd
facebook,3215,11,1352,3260,restrict,P-restrict,planB,195d230130b98480,0dcdd53354b74651c030
facebook,3216,2,2593,4013,restrict,P-restrict,planB,17bced320353f70f,8f47693d712480df3ac1
facebook,3217,12,1971,2046,takedown,P-takedown,planC,8474efcae6319ae4,4387adb6808807117992
facebook,3218,11,2140,1680,ban,P-ban,planB,195d230130b98480,d59f4734778e61ab5f6c
facebook,3219,6,2043,2817,ban,P-ban,planC,0f6b668bf9c9d1de,90fc14efb9d67635e0cc
facebook,3220,11,2124,382,takedown,P-takedown,planB,195d230130b98480,53791ddcd2cc60d726ff
facebook,3221,3,1768,3867,escalate,P-escalate,planC,6ca48bc823743a7b,b0ac4fcab6e12577038d
facebook,3222,1,2464,4038,takedown,P-takedown,planA,f73645e8cf7d0fef,389a2a3677d5aa030dd0
facebook,3223,5,1993,963,override,P-override,planB,3d7ea8e5ddb288d9,5671b5b8a7fd21396f52
facebook,3224,1,1613,1767,takedown,P-takedown,planA,f73645e8cf7d0fef,c7c27ac4f75b73b32bd3
facebook,3225,10,2199,2298,restrict,P-restrict,planA,6d616c2bcc0be5b8,a93987ac48f357871663
facebook,3226,12,2551,3154,takedown,P-takedown,planC,8474efcae6319ae4,9de98e6c6690f7c16756
