dataset,user_id,role,region_bucket,tenure_bucket,device_bucket,ticket_bucket,activity_bucket,degree,attr_sig,edu_feat,work_feat,loc_feat,lang_feat,other_feat,edu_bucket,work_bucket,loc_bucket,lang_bucket
facebook,4023,user,AF,senior,web,T16,mid,34,user|AF|senior|web|T16|mid|low|mid,4,2,0,0,1,low,mid,low,low
facebook,4003,user,EU,new,api,T19,low,8,user|EU|new|api|T19|low|low|mid,3,1,0,2,0,low,mid,low,mid
facebook,4018,user,APAC,mid,web,T00,low,12,user|APAC|mid|web|T00|low|mid|mid,6,2,0,0,1,mid,mid,low,low
facebook,3997,user,ME,veteran,web,T03,low,20,user|ME|veteran|web|T03|low|low|low,0,0,1,0,1,low,low,mid,low
facebook,4031,user,EU,senior,web,T08,low,20,user|EU|senior|web|T08|low|low|mid,2,3,0,0,1,low,mid,low,low
facebook,4021,user,APAC,senior,api,T15,low,20,user|APAC|senior|api|T15|low|mid|mid,6,1,1,0,1,mid,mid,mid,low
facebook,3998,user,SA,veteran,api,T02,mid,26,user|SA|veteran|api|T02|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,4013,user,SA,mid,web,T04,low,10,user|SA|mid|web|T04|low|low|mid,2,1,1,0,2,low,mid,mid,low
facebook,4004,user,EU,senior,api,T03,low,18,user|EU|senior|api|T03|low|mid|mid,7,1,0,1,1,mid,mid,low,mid
facebook,4030,user,EU,new,api,T02,mid,36,user|EU|new|api|T02|mid|mid|mid,9,2,0,2,1,mid,mid,low,mid
facebook,3988,user,NA,mid,web,T01,low,12,user|NA|mid|web|T01|low|low|low,0,0,0,0,1,low,low,low,low
facebook,3982,user,EU,mid,mobile,T14,mid,26,user|EU|mid|mobile|T14|mid|low|mid,4,3,0,0,1,low,mid,low,low
facebook,4002,user,EU,mid,api,T16,low,12,user|EU|mid|api|T16|low|mid|mid,8,1,0,1,1,mid,mid,low,mid
facebook,4037,user,OC,new,mobile,T11,low,6,user|OC|new|mobile|T11|low|low|low,4,0,0,1,0,low,low,low,mid
facebook,4020,user,OC,senior,api,T00,low,14,user|OC|senior|api|T00|low|mid|low,7,0,0,0,1,mid,low,low,low
facebook,3995,user,NA,new,web,T10,low,16,user|NA|new|web|T10|low|low|low,0,0,0,0,1,low,low,low,low
facebook,3993,user,ME,mid,web,T13,low,10,user|ME|mid|web|T13|low|low|mid,2,1,0,0,0,low,mid,low,low
facebook,3986,user,EU,new,web,T07,low,16,user|EU|new|web|T07|low|mid|low,7,0,1,0,1,mid,low,mid,low
facebook,4017,user,EU,senior,mobile,T19,low,16,user|EU|senior|mobile|T19|low|low|low,0,0,1,0,1,low,low,mid,low
facebook,3983,user,LATAM,veteran,api,T02,low,2,user|LATAM|veteran|api|T02|low|low|low,0,0,0,0,1,low,low,low,low
facebook,3994,user,NA,veteran,mobile,T03,low,20,user|NA|veteran|mobile|T03|low|low|low,0,0,0,0,1,low,low,low,low
facebook,3999,user,APAC,mid,web,T04,low,6,user|APAC|mid|web|T04|low|low|mid,5,1,0,0,1,low,mid,low,low
facebook,4005,user,AF,senior,api,T05,low,4,user|AF|senior|api|T05|low|low|mid,3,1,0,0,1,low,mid,low,low
facebook,4009,user,OC,new,web,T18,low,18,user|OC|new|web|T18|low|low|low,0,0,0,0,1,low,low,low,low
facebook,3991,user,OC,new,web,T14,low,4,user|OC|new|web|T14|low|low|mid,3,1,1,0,1,low,mid,mid,low
facebook,3989,user,EU,veteran,mobile,T18,low,10,user|EU|veteran|mobile|T18|low|mid|low,6,0,1,0,1,mid,low,mid,low
facebook,4011,user,APAC,senior,api,T00,low,6,user|APAC|senior|api|T00|low|low|low,0,0,0,0,1,low,low,low,low
facebook,3992,user,EU,senior,web,T12,low,4,user|EU|senior|web|T12|low|low|low,5,0,0,0,1,low,low,low,low
facebook,3981,user,NA,new,web,T09,low,14,user|NA|new|web|T09|low|mid|mid,6,1,1,0,1,mid,mid,mid,low
facebook,4000,user,EU,mid,web,T18,low,16,user|EU|mid|web|T18|low|low|low,4,0,0,0,1,low,low,low,low
facebook,3985,user,OC,veteran,mobile,T18,low,10,user|OC|veteran|mobile|T18|low|low|mid,2,1,0,0,1,low,mid,low,low
facebook,3996,user,LATAM,veteran,mobile,T03,low,6,user|LATAM|veteran|mobile|T03|low|low|low,0,0,0,0,1,low,low,low,low
facebook,4029,user,EU,new,api,T06,low,2,user|EU|new|api|T06|low|low|low,0,0,0,0,1,low,low,low,low
facebook,4001,user,NA,mid,web,T05,low,2,user|NA|mid|web|T05|low|low|mid,2,1,0,0,1,low,mid,low,low
facebook,4025,user,NA,new,web,T08,low,6,user|NA|new|web|T08|low|low|low,0,0,0,0,2,low,low,low,low
facebook,4016,user,EU,new,api,T01,low,6,user|EU|new|api|T01|low|low|low,1,0,0,0,2,low,low,low,low
facebook,4034,user,NA,veteran,mobile,T08,low,2,user|NA|veteran|mobile|T08|low|mid|mid,6,2,0,1,1,mid,mid,low,mid
facebook,3990,user,ME,veteran,api,T01,low,6,user|ME|veteran|api|T01|low|low|low,2,0,0,0,2,low,low,low,low
facebook,4036,user,ME,new,mobile,T01,low,2,user|ME|new|mobile|T01|low|low|low,5,0,0,0,1,low,low,low,low
facebook,4033,user,EU,veteran,web,T04,low,4,user|EU|veteran|web|T04|low|low|low,0,0,0,0,1,low,low,low,low
facebook,4007,user,AF,senior,mobile,T15,low,6,user|AF|senior|mobile|T15|low|low|low,0,0,0,0,2,low,low,low,low
facebook,4028,user,EU,veteran,mobile,T12,low,2,user|EU|veteran|mobile|T12|low|low|mid,5,2,1,1,1,low,mid,mid,mid
facebook,4012,user,AF,new,api,T08,low,2,user|AF|new|api|T08|low|low|mid,0,2,0,0,1,low,mid,low,low
facebook,3987,user,ME,senior,api,T04,low,2,user|ME|senior|api|T04|low|low|low,1,0,0,0,1,low,low,low,low
facebook,4006,user,AF,senior,web,T06,low,2,user|AF|senior|web|T06|low|low|low,5,0,0,0,1,low,low,low,low
facebook,2290,moderator,OC,veteran,mobile,T06,very_high,366,moderator|OC|veteran|mobile|T06|very_high|low|low,4,0,1,0,1,low,low,mid,low
facebook,2363,moderator,NA,veteran,api,T14,very_high,332,moderator|NA|veteran|api|T14|very_high|low|low,4,0,0,0,1,low,low,low,low
facebook,2346,user,SA,senior,web,T06,high,70,user|SA|senior|web|T06|high|low|low,4,0,0,0,1,low,low,low,low
facebook,2025,user,NA,veteran,api,T14,high,58,user|NA|veteran|api|T14|high|low|low,5,0,0,0,1,low,low,low,low
facebook,2140,moderator,ME,mid,mobile,T03,very_high,340,moderator|ME|mid|mobile|T03|very_high|low|mid,4,4,1,0,1,low,mid,mid,low
facebook,2428,moderator,OC,new,web,T10,very_high,380,moderator|OC|new|web|T10|very_high|mid|high,6,7,1,0,1,mid,high,mid,low
facebook,2201,moderator,SA,senior,api,T14,very_high,378,moderator|SA|senior|api|T14|very_high|low|low,4,0,1,0,1,low,low,mid,low
facebook,2506,user,OC,veteran,api,T08,very_high,246,user|OC|veteran|api|T08|very_high|low|low,4,0,0,0,1,low,low,low,low
facebook,2425,user,LATAM,mid,api,T00,high,70,user|LATAM|mid|api|T00|high|high|low,14,0,0,3,1,high,low,low,high
facebook,2557,user,EU,veteran,web,T01,high,60,user|EU|veteran|web|T01|high|high|high,10,5,0,0,1,high,high,low,low
facebook,2532,user,NA,new,web,T13,very_high,210,user|NA|new|web|T13|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,2073,senior_moderator,AF,senior,mobile,T13,very_high,388,senior_moderator|AF|senior|mobile|T13|very_high|low|low,5,0,0,0,1,low,low,low,low
facebook,2278,moderator,NA,new,web,T14,very_high,346,moderator|NA|new|web|T14|very_high|high|low,12,0,0,0,1,high,low,low,low
facebook,2551,moderator,LATAM,senior,mobile,T12,very_high,314,moderator|LATAM|senior|mobile|T12|very_high|mid|low,6,0,1,0,1,mid,low,mid,low
facebook,2077,user,LATAM,new,mobile,T11,very_high,250,user|LATAM|new|mobile|T11|very_high|low|low,4,0,0,0,1,low,low,low,low
facebook,2369,senior_moderator,NA,senior,web,T10,very_high,392,senior_moderator|NA|senior|web|T10|very_high|low|low,4,0,0,0,2,low,low,low,low
facebook,2592,user,ME,senior,mobile,T05,very_high,248,user|ME|senior|mobile|T05|very_high|mid|high,7,7,1,0,1,mid,high,mid,low
facebook,2046,user,NA,mid,api,T17,very_high,244,user|NA|mid|api|T17|very_high|mid|low,7,0,1,0,1,mid,low,mid,low
facebook,1941,senior_moderator,ME,mid,api,T11,very_high,444,senior_moderator|ME|mid|api|T11|very_high|high|low,11,0,1,0,1,high,low,mid,low
facebook,2518,user,LATAM,new,api,T19,high,94,user|LATAM|new|api|T19|high|high|mid,11,1,1,3,1,high,mid,mid,high
facebook,2132,user,APAC,mid,web,T16,very_high,186,user|APAC|mid|web|T16|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,2650,user,SA,veteran,mobile,T11,mid,34,user|SA|veteran|mobile|T11|mid|low|low,3,0,0,0,1,low,low,low,low
facebook,2207,user,OC,veteran,web,T18,mid,42,user|OC|veteran|web|T18|mid|mid|mid,6,3,1,2,1,mid,mid,mid,mid
facebook,2553,moderator,NA,senior,mobile,T14,very_high,344,moderator|NA|senior|mobile|T14|very_high|low|mid,5,2,1,0,1,low,mid,mid,low
facebook,2078,senior_moderator,SA,senior,api,T17,very_high,406,senior_moderator|SA|senior|api|T17|very_high|mid|low,7,0,0,0,1,mid,low,low,low
facebook,2203,user,SA,veteran,web,T09,very_high,198,user|SA|veteran|web|T09|very_high|mid|mid,8,1,1,0,1,mid,mid,mid,low
facebook,2143,user,EU,senior,mobile,T04,very_high,202,user|EU|senior|mobile|T04|very_high|mid|low,9,0,0,0,1,mid,low,low,low
facebook,2224,user,APAC,senior,mobile,T13,very_high,256,user|APAC|senior|mobile|T13|very_high|high|mid,14,2,0,0,1,high,mid,low,low
facebook,2510,user,AF,mid,mobile,T08,very_high,274,user|AF|mid|mobile|T08|very_high|mid|low,6,0,0,0,1,mid,low,low,low
facebook,2240,senior_moderator,ME,veteran,api,T19,very_high,400,senior_moderator|ME|veteran|api|T19|very_high|low|mid,3,2,0,0,1,low,mid,low,low
facebook,2563,user,LATAM,veteran,api,T05,very_high,218,user|LATAM|veteran|api|T05|very_high|high|mid,10,4,0,2,2,high,mid,low,mid
facebook,2122,user,AF,veteran,mobile,T04,very_high,290,user|AF|veteran|mobile|T04|very_high|low|low,3,0,0,0,1,low,low,low,low
facebook,2118,moderator,EU,senior,web,T00,very_high,374,moderator|EU|senior|web|T00|very_high|mid|low,7,0,0,0,1,mid,low,low,low
facebook,1944,user,ME,veteran,web,T19,high,56,user|ME|veteran|web|T19|high|high|mid,11,4,1,0,1,high,mid,mid,low
facebook,2117,user,LATAM,new,web,T02,very_high,282,user|LATAM|new|web|T02|very_high|mid|high,9,6,0,3,1,mid,high,low,high
facebook,2611,senior_moderator,AF,new,mobile,T18,very_high,412,senior_moderator|AF|new|mobile|T18|very_high|mid|high,6,9,0,1,1,mid,high,low,mid
facebook,2184,moderator,ME,senior,mobile,T14,very_high,370,moderator|ME|senior|mobile|T14|very_high|low|mid,4,2,1,0,2,low,mid,mid,low
facebook,2354,moderator,SA,senior,mobile,T05,very_high,352,moderator|SA|senior|mobile|T05|very_high|mid|high,8,6,1,0,1,mid,high,mid,low
facebook,2169,user,OC,mid,web,T04,very_high,216,user|OC|mid|web|T04|very_high|high|low,10,0,0,0,1,high,low,low,low
facebook,2283,moderator,LATAM,veteran,mobile,T16,very_high,320,moderator|LATAM|veteran|mobile|T16|very_high|mid|high,9,17,1,1,2,mid,high,mid,mid
facebook,2620,user,NA,veteran,mobile,T07,high,108,user|NA|veteran|mobile|T07|high|low|low,5,0,0,0,1,low,low,low,low
facebook,1998,user,AF,mid,mobile,T01,high,106,user|AF|mid|mobile|T01|high|low|mid,4,2,0,0,1,low,mid,low,low
facebook,2654,user,AF,new,mobile,T07,very_high,300,user|AF|new|mobile|T07|very_high|low|mid,4,3,0,0,1,low,mid,low,low
facebook,2646,user,OC,new,web,T15,very_high,268,user|OC|new|web|T15|very_high|low|mid,5,4,1,0,1,low,mid,mid,low
facebook,2228,user,AF,senior,api,T13,high,62,user|AF|senior|api|T13|high|mid|high,6,6,1,0,2,mid,high,mid,low
facebook,2082,user,APAC,new,mobile,T14,mid,34,user|APAC|new|mobile|T14|mid|mid|low,8,0,1,0,1,mid,low,mid,low
facebook,1979,moderator,EU,senior,web,T17,very_high,350,moderator|EU|senior|web|T17|very_high|low|low,4,0,0,0,1,low,low,low,low
facebook,2484,user,APAC,mid,api,T17,very_high,250,user|APAC|mid|api|T17|very_high|low|mid,2,2,0,0,1,low,mid,low,low
facebook,2257,moderator,SA,new,web,T13,very_high,308,moderator|SA|new|web|T13|very_high|low|low,2,0,0,0,1,low,low,low,low
facebook,2005,moderator,AF,mid,web,T19,very_high,308,moderator|AF|mid|web|T19|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,2560,senior_moderator,OC,new,mobile,T12,very_high,400,senior_moderator|OC|new|mobile|T12|very_high|mid|low,9,0,1,0,1,mid,low,mid,low
facebook,1962,moderator,SA,senior,api,T01,very_high,372,moderator|SA|senior|api|T01|very_high|mid|mid,6,2,1,0,1,mid,mid,mid,low
facebook,2206,senior_moderator,APAC,senior,mobile,T07,very_high,418,senior_moderator|APAC|senior|mobile|T07|very_high|mid|low,7,0,0,0,1,mid,low,low,low
facebook,2520,moderator,NA,mid,mobile,T13,very_high,328,moderator|NA|mid|mobile|T13|very_high|low|low,4,0,0,0,1,low,low,low,low
facebook,2104,moderator,EU,new,mobile,T09,very_high,360,moderator|EU|new|mobile|T09|very_high|low|low,1,0,0,0,1,low,low,low,low
facebook,2602,senior_moderator,ME,senior,web,T01,very_high,394,senior_moderator|ME|senior|web|T01|very_high|mid|mid,7,1,0,0,1,mid,mid,low,low
facebook,2521,user,OC,veteran,web,T18,very_high,280,user|OC|veteran|web|T18|very_high|mid|mid,7,2,0,0,1,mid,mid,low,low
facebook,2233,senior_moderator,APAC,new,mobile,T09,very_high,442,senior_moderator|APAC|new|mobile|T09|very_high|high|high,11,6,1,0,2,high,high,mid,low
facebook,2200,moderator,LATAM,senior,mobile,T01,very_high,344,moderator|LATAM|senior|mobile|T01|very_high|mid|low,6,0,0,0,1,mid,low,low,low
facebook,2294,user,APAC,new,mobile,T07,very_high,242,user|APAC|new|mobile|T07|very_high|high|low,10,0,0,0,1,high,low,low,low
facebook,1981,user,EU,new,api,T19,high,108,user|EU|new|api|T19|high|low|low,5,0,1,1,1,low,low,mid,mid
facebook,2187,user,EU,veteran,api,T16,very_high,294,user|EU|veteran|api|T16|very_high|high|low,13,0,1,1,1,high,low,mid,mid
facebook,1916,user,APAC,mid,api,T05,very_high,156,user|APAC|mid|api|T05|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,1945,user,APAC,veteran,mobile,T08,very_high,290,user|APAC|veteran|mobile|T08|very_high|low|mid,4,4,0,0,1,low,mid,low,low
facebook,1959,user,APAC,senior,api,T07,very_high,238,user|APAC|senior|api|T07|very_high|high|low,13,0,1,1,1,high,low,mid,mid
facebook,1971,moderator,LATAM,new,web,T04,very_high,350,moderator|LATAM|new|web|T04|very_high|mid|mid,7,3,1,2,1,mid,mid,mid,mid
facebook,2436,user,LATAM,new,mobile,T01,very_high,186,user|LATAM|new|mobile|T01|very_high|high|low,10,0,1,0,1,high,low,mid,low
facebook,2042,user,NA,new,api,T05,very_high,190,user|NA|new|api|T05|very_high|high|low,14,0,0,0,1,high,low,low,low
facebook,2084,user,OC,veteran,api,T07,very_high,280,user|OC|veteran|api|T07|very_high|mid|mid,6,1,1,0,2,mid,mid,mid,low
facebook,2624,moderator,APAC,veteran,mobile,T03,very_high,374,moderator|APAC|veteran|mobile|T03|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,2364,user,SA,veteran,mobile,T09,very_high,128,user|SA|veteran|mobile|T09|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,1991,user,AF,veteran,api,T10,high,96,user|AF|veteran|api|T10|high|low|low,5,0,0,0,1,low,low,low,low
facebook,2110,user,SA,senior,mobile,T00,high,84,user|SA|senior|mobile|T00|high|low|low,0,0,0,0,1,low,low,low,low
facebook,2029,user,OC,veteran,api,T07,high,66,user|OC|veteran|api|T07|high|high|high,13,7,1,0,1,high,high,mid,low
facebook,2607,moderator,LATAM,new,mobile,T07,very_high,388,moderator|LATAM|new|mobile|T07|very_high|mid|low,7,0,1,0,1,mid,low,mid,low
facebook,2649,user,APAC,senior,api,T00,very_high,242,user|APAC|senior|api|T00|very_high|high|high,10,6,1,3,1,high,high,mid,high
facebook,2087,moderator,NA,veteran,mobile,T15,very_high,310,moderator|NA|veteran|mobile|T15|very_high|low|low,0,0,0,3,1,low,low,low,high
facebook,2188,moderator,AF,senior,mobile,T04,very_high,386,moderator|AF|senior|mobile|T04|very_high|low|low,3,0,1,2,1,low,low,mid,mid
facebook,2477,user,NA,veteran,web,T03,very_high,224,user|NA|veteran|web|T03|very_high|mid|mid,6,1,0,1,1,mid,mid,low,mid
facebook,2386,user,LATAM,mid,web,T06,very_high,276,user|LATAM|mid|web|T06|very_high|mid|low,7,0,1,1,1,mid,low,mid,mid
facebook,2543,senior_moderator,SA,senior,web,T02,very_high,586,senior_moderator|SA|senior|web|T02|very_high|high|low,17,0,1,0,1,high,low,mid,low
facebook,2604,senior_moderator,ME,mid,web,T05,very_high,390,senior_moderator|ME|mid|web|T05|very_high|mid|low,7,0,0,1,1,mid,low,low,mid
facebook,2561,moderator,ME,senior,mobile,T13,very_high,308,moderator|ME|senior|mobile|T13|very_high|low|low,4,0,0,0,1,low,low,low,low
facebook,2433,user,EU,senior,web,T16,very_high,292,user|EU|senior|web|T16|very_high|low|mid,5,2,0,0,1,low,mid,low,low
facebook,2496,user,EU,veteran,mobile,T05,mid,42,user|EU|veteran|mobile|T05|mid|low|low,0,0,0,0,0,low,low,low,low
facebook,2153,user,AF,veteran,web,T04,very_high,276,user|AF|veteran|web|T04|very_high|mid|mid,8,2,1,0,1,mid,mid,mid,low
facebook,2536,user,APAC,mid,api,T16,very_high,124,user|APAC|mid|api|T16|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,2482,moderator,OC,new,web,T18,very_high,318,moderator|OC|new|web|T18|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,2512,user,NA,senior,api,T09,very_high,208,user|NA|senior|api|T09|very_high|mid|low,7,0,1,0,1,mid,low,mid,low
facebook,2010,user,NA,senior,api,T13,very_high,166,user|NA|senior|api|T13|very_high|high|low,11,0,0,0,1,high,low,low,low
facebook,2103,moderator,LATAM,veteran,mobile,T15,very_high,366,moderator|LATAM|veteran|mobile|T15|very_high|low|mid,3,1,0,0,2,low,mid,low,low
facebook,2253,moderator,AF,veteran,api,T10,very_high,312,moderator|AF|veteran|api|T10|very_high|mid|mid,8,3,0,0,1,mid,mid,low,low
facebook,2500,moderator,AF,new,mobile,T09,very_high,360,moderator|AF|new|mobile|T09|very_high|mid|high,6,6,1,0,1,mid,high,mid,low
facebook,2063,user,LATAM,veteran,api,T16,very_high,280,user|LATAM|veteran|api|T16|very_high|low|low,5,0,1,0,1,low,low,mid,low
facebook,2509,user,LATAM,mid,mobile,T14,very_high,266,user|LATAM|mid|mobile|T14|very_high|high|mid,11,4,1,0,1,high,mid,mid,low
facebook,2399,user,OC,mid,web,T03,very_high,152,user|OC|mid|web|T03|very_high|high|mid,16,2,0,3,1,high,mid,low,high
facebook,2150,moderator,OC,veteran,api,T17,very_high,382,moderator|OC|veteran|api|T17|very_high|mid|low,6,0,0,0,1,mid,low,low,low
facebook,2030,moderator,LATAM,new,mobile,T05,very_high,372,moderator|LATAM|new|mobile|T05|very_high|high|low,10,0,1,0,1,high,low,mid,low
facebook,2374,moderator,ME,new,mobile,T04,very_high,334,moderator|ME|new|mobile|T04|very_high|high|low,11,0,1,0,1,high,low,mid,low
facebook,1986,moderator,NA,mid,web,T01,very_high,304,moderator|NA|mid|web|T01|very_high|mid|mid,7,4,0,0,1,mid,mid,low,low
facebook,2630,moderator,ME,mid,web,T17,very_high,344,moderator|ME|mid|web|T17|very_high|mid|low,6,0,1,0,1,mid,low,mid,low
facebook,2376,moderator,LATAM,veteran,mobile,T11,very_high,356,moderator|LATAM|veteran|mobile|T11|very_high|mid|mid,6,3,0,0,1,mid,mid,low,low
facebook,2326,moderator,NA,mid,mobile,T02,very_high,358,moderator|NA|mid|mobile|T02|very_high|low|mid,4,1,0,0,1,low,mid,low,low
facebook,2172,moderator,LATAM,new,mobile,T09,very_high,384,moderator|LATAM|new|mobile|T09|very_high|mid|low,6,0,0,0,1,mid,low,low,low
facebook,2133,moderator,ME,mid,web,T17,very_high,316,moderator|ME|mid|web|T17|very_high|high|low,11,0,1,0,1,high,low,mid,low
facebook,2296,user,SA,mid,api,T08,high,66,user|SA|mid|api|T08|high|mid|high,8,11,1,1,1,mid,high,mid,mid
facebook,2626,user,APAC,veteran,api,T04,high,66,user|APAC|veteran|api|T04|high|low|low,0,0,0,0,1,low,low,low,low
facebook,2097,user,NA,veteran,web,T08,high,74,user|NA|veteran|web|T08|high|low|low,0,0,1,0,1,low,low,mid,low
facebook,2093,moderator,AF,mid,web,T09,very_high,352,moderator|AF|mid|web|T09|very_high|mid|mid,8,3,0,1,1,mid,mid,low,mid
facebook,2391,user,APAC,senior,web,T08,very_high,142,user|APAC|senior|web|T08|very_high|low|mid,5,1,0,0,1,low,mid,low,low
facebook,2275,moderator,EU,senior,api,T11,very_high,368,moderator|EU|senior|api|T11|very_high|low|high,3,6,0,0,1,low,high,low,low
facebook,1984,moderator,NA,veteran,api,T12,very_high,354,moderator|NA|veteran|api|T12|very_high|low|low,4,0,0,2,0,low,low,low,mid
facebook,2347,senior_moderator,SA,new,api,T18,very_high,580,senior_moderator|SA|new|api|T18|very_high|high|mid,16,1,0,2,1,high,mid,low,mid
facebook,2550,moderator,SA,new,web,T08,very_high,322,moderator|SA|new|web|T08|very_high|low|low,5,0,0,0,1,low,low,low,low
facebook,2047,senior_moderator,EU,mid,mobile,T00,very_high,408,senior_moderator|EU|mid|mobile|T00|very_high|high|low,11,0,1,2,1,high,low,mid,mid
facebook,1932,user,APAC,veteran,api,T19,very_high,188,user|APAC|veteran|api|T19|very_high|high|low,10,0,1,0,1,high,low,mid,low
facebook,2655,moderator,NA,mid,web,T03,very_high,334,moderator|NA|mid|web|T03|very_high|low|low,4,0,1,2,1,low,low,mid,mid
facebook,1994,user,EU,new,web,T03,very_high,126,user|EU|new|web|T03|very_high|high|mid,11,4,0,1,1,high,mid,low,mid
facebook,2292,user,NA,senior,mobile,T18,very_high,282,user|NA|senior|mobile|T18|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,2109,user,AF,veteran,web,T00,very_high,268,user|AF|veteran|web|T00|very_high|low|low,5,0,0,0,1,low,low,low,low
facebook,2040,moderator,OC,senior,api,T03,very_high,302,moderator|OC|senior|api|T03|very_high|high|mid,10,4,0,2,1,high,mid,low,mid
facebook,2086,user,NA,mid,api,T02,very_high,270,user|NA|mid|api|T02|very_high|mid|low,6,0,0,0,1,mid,low,low,low
facebook,2460,moderator,EU,veteran,web,T19,very_high,336,moderator|EU|veteran|web|T19|very_high|mid|low,6,0,0,0,1,mid,low,low,low
facebook,2597,user,EU,new,web,T17,very_high,208,user|EU|new|web|T17|very_high|high|mid,14,3,1,1,1,high,mid,mid,mid
facebook,2282,moderator,EU,mid,mobile,T01,very_high,306,moderator|EU|mid|mobile|T01|very_high|mid|mid,7,1,1,1,1,mid,mid,mid,mid
facebook,2511,user,EU,senior,mobile,T01,very_high,278,user|EU|senior|mobile|T01|very_high|mid|low,7,0,0,1,1,mid,low,low,mid
facebook,2598,moderator,NA,veteran,api,T15,very_high,326,moderator|NA|veteran|api|T15|very_high|high|mid,12,3,1,0,1,high,mid,mid,low
facebook,2638,moderator,APAC,veteran,web,T06,very_high,330,moderator|APAC|veteran|web|T06|very_high|low|mid,3,1,1,0,1,low,mid,mid,low
facebook,2390,user,APAC,veteran,web,T10,high,96,user|APAC|veteran|web|T10|high|high|mid,11,2,1,0,1,high,mid,mid,low
facebook,2096,user,SA,senior,web,T06,mid,40,user|SA|senior|web|T06|mid|mid|low,8,0,1,0,1,mid,low,mid,low
facebook,2218,senior_moderator,OC,new,web,T08,very_high,408,senior_moderator|OC|new|web|T08|very_high|mid|low,8,0,1,1,1,mid,low,mid,mid
facebook,1917,moderator,ME,senior,mobile,T10,very_high,378,moderator|ME|senior|mobile|T10|very_high|mid|low,9,0,1,1,1,mid,low,mid,mid
facebook,2353,user,ME,senior,mobile,T16,very_high,170,user|ME|senior|mobile|T16|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,2625,moderator,LATAM,mid,mobile,T16,very_high,370,moderator|LATAM|mid|mobile|T16|very_high|mid|low,7,0,1,0,1,mid,low,mid,low
facebook,2194,user,LATAM,senior,web,T09,very_high,216,user|LATAM|senior|web|T09|very_high|high|low,10,0,1,0,1,high,low,mid,low
facebook,2289,moderator,NA,new,api,T11,very_high,318,moderator|NA|new|api|T11|very_high|mid|low,8,0,1,0,1,mid,low,mid,low
facebook,2323,moderator,SA,veteran,mobile,T19,very_high,364,moderator|SA|veteran|mobile|T19|very_high|low|mid,5,1,1,0,1,low,mid,mid,low
facebook,2410,senior_moderator,OC,new,api,T09,very_high,412,senior_moderator|OC|new|api|T09|very_high|mid|low,8,0,0,0,2,mid,low,low,low
facebook,2631,user,SA,mid,mobile,T03,very_high,230,user|SA|mid|mobile|T03|very_high|mid|mid,6,1,0,0,1,mid,mid,low,low
facebook,2111,moderator,SA,new,web,T16,very_high,366,moderator|SA|new|web|T16|very_high|high|low,16,0,1,0,1,high,low,mid,low
facebook,2062,user,NA,senior,mobile,T03,very_high,150,user|NA|senior|mobile|T03|very_high|high|mid,12,3,1,1,1,high,mid,mid,mid
facebook,2059,moderator,SA,senior,mobile,T05,very_high,384,moderator|SA|senior|mobile|T05|very_high|mid|low,6,0,1,1,1,mid,low,mid,mid
facebook,1938,moderator,ME,senior,api,T15,very_high,376,moderator|ME|senior|api|T15|very_high|mid|mid,6,1,1,0,1,mid,mid,mid,low
facebook,2060,user,NA,new,mobile,T02,very_high,210,user|NA|new|mobile|T02|very_high|mid|mid,6,1,0,0,1,mid,mid,low,low
facebook,1939,user,SA,new,mobile,T04,very_high,156,user|SA|new|mobile|T04|very_high|mid|low,8,0,0,0,1,mid,low,low,low
facebook,2264,user,SA,mid,mobile,T04,very_high,148,user|SA|mid|mobile|T04|very_high|low|low,2,0,0,0,1,low,low,low,low
facebook,2574,user,SA,senior,web,T19,very_high,204,user|SA|senior|web|T19|very_high|mid|low,8,0,0,0,1,mid,low,low,low
facebook,2579,user,LATAM,mid,web,T11,very_high,230,user|LATAM|mid|web|T11|very_high|low|low,3,0,0,0,1,low,low,low,low
facebook,2419,user,OC,senior,api,T03,very_high,216,user|OC|senior|api|T03|very_high|high|mid,11,2,1,2,2,high,mid,mid,mid
facebook,2491,user,LATAM,mid,api,T08,very_high,240,user|LATAM|mid|api|T08|very_high|low|low,5,0,1,0,2,low,low,mid,low
facebook,2468,moderator,AF,senior,mobile,T03,very_high,352,moderator|AF|senior|mobile|T03|very_high|low|low,0,0,0,0,1,low,low,low,low
facebook,2615,moderator,OC,new,web,T08,very_high,368,moderator|OC|new|web|T08|very_high|low|mid,4,1,0,0,1,low,mid,low,low
facebook,2507,senior_moderator,LATAM,senior,api,T06,very_high,400,senior_moderator|LATAM|senior|api|T06|very_high|low|high,4,9,1,0,1,low,high,mid,low
